0.000000000000000000e+00,5.609809027777801216e-02,1.085069444446640219e-03,5.631510416666629659e-02,1.114366319444444198e-01
1.000000000000000000e+01,5.570023148148173231e-02,1.591435185187672907e-03,5.692997685185197110e-02,1.120876736111111605e-01
1.000000000000000000e+02,5.707465277777812318e-02,2.097800925928594573e-03,5.627893518518489735e-02,1.159939236111111605e-01
5.000000000000000000e+02,6.456163194444342057e-02,1.142939814814758481e-02,6.137876157407384792e-02,1.214192708333333703e-01
1.000000000000000000e+04,1.948784722222258736e-01,1.448206018518563010e-01,1.726707175925952242e-01,2.084418402777777901e-01
2.000000000000000000e+04,2.800202546296357564e-01,2.461660879629686827e-01,2.496383101851910036e-01,2.782118055555555802e-01
3.000000000000000000e+04,3.518156828703737915e-01,3.285590277777825641e-01,3.155743634259283725e-01,3.271484375000000000e-01
4.000000000000000000e+04,4.095775462962965019e-01,4.002459490740759573e-01,3.686342592592649625e-01,3.725043402777777901e-01
5.000000000000000000e+04,4.615523726851851194e-01,4.563078703703706829e-01,4.200303819444467512e-01,4.073350694444444198e-01
6.000000000000000000e+04,4.981553819444414222e-01,4.932725694444408671e-01,4.567057291666650753e-01,4.442274305555555802e-01
7.000000000000000000e+04,5.250651041666614116e-01,5.240162037036981690e-01,4.810836226851801234e-01,4.660373263888888395e-01
8.000000000000000000e+04,5.530237268518458649e-01,5.588107638888822892e-01,5.097656249999944489e-01,4.832899305555555802e-01
9.000000000000000000e+04,5.722294560185117174e-01,5.760271990740672976e-01,5.253544560185126056e-01,4.880642361111111605e-01
1.000000000000000000e+05,5.894097222222158816e-01,6.005497685185117174e-01,5.480324074073995577e-01,5.021701388888888395e-01
1.100000000000000000e+05,6.033709490740686299e-01,6.129195601851795683e-01,5.620659722222152155e-01,5.126953125000000000e-01
1.200000000000000000e+05,6.136791087962905067e-01,6.234085648148091074e-01,5.725911458333254878e-01,5.234375000000000000e-01
1.300000000000000000e+05,6.189236111111078298e-01,6.352719907407367028e-01,5.837673611111057204e-01,5.284288194444444198e-01
1.400000000000000000e+05,6.336443865740704062e-01,6.493778935185154921e-01,5.953776041666597463e-01,5.323350694444444198e-01
1.500000000000000000e+05,6.427228009259225994e-01,6.583478009259228214e-01,6.064091435185123835e-01,5.402560763888888395e-01
1.600000000000000000e+05,6.487991898148119940e-01,6.653645833333300397e-01,6.142216435185137158e-01,5.442708333333332593e-01
1.700000000000000000e+05,6.599754050925896731e-01,6.820023148148129932e-01,6.244574652777732382e-01,5.499131944444444198e-01
1.800000000000000000e+05,6.674262152777743484e-01,6.921296296296283179e-01,6.310402199074029994e-01,5.527343750000000000e-01
1.900000000000000000e+05,6.728515624999986677e-01,6.990017361111102723e-01,6.346571180555511393e-01,5.581597222222222099e-01
2.000000000000000000e+05,6.781322337962938374e-01,7.068142361111101613e-01,6.431929976851811226e-01,5.619574652777777901e-01
2.100000000000000000e+05,6.815682870370334268e-01,7.092737268518509719e-01,6.464120370370343149e-01,5.647786458333332593e-01
2.200000000000000000e+05,6.799768518518486404e-01,7.083333333333318160e-01,6.465567129629596899e-01,5.655381944444444198e-01
2.300000000000000000e+05,6.847511574074049978e-01,7.152777777777781232e-01,6.539351851851826769e-01,5.689019097222222099e-01
2.400000000000000000e+05,6.880425347222195454e-01,7.188223379629632426e-01,6.564308449074043317e-01,5.725911458333332593e-01
2.500000000000000000e+05,6.941189236111107164e-01,7.247540509259255970e-01,6.621455439814794008e-01,5.725911458333332593e-01
2.600000000000000000e+05,6.926721643518509719e-01,7.244646990740728487e-01,6.614945023148122161e-01,5.697699652777777901e-01
2.700000000000000000e+05,6.984953703703697947e-01,7.255497685185186008e-01,6.642071759259224883e-01,5.737847222222222099e-01
2.800000000000000000e+05,6.988570601851857855e-01,7.307581018518529703e-01,6.643518518518478633e-01,5.766059027777777901e-01
2.900000000000000000e+05,7.024377893518515270e-01,7.351707175925934479e-01,6.702473958333312609e-01,5.773654513888888395e-01
3.000000000000000000e+05,7.015697337962953917e-01,7.361834490740748471e-01,6.710431134259223773e-01,5.767144097222222099e-01
3.100000000000000000e+05,7.030888310185178236e-01,7.373408564814817323e-01,6.743706597222192123e-01,5.774739583333332593e-01
3.200000000000000000e+05,7.074652777777776791e-01,7.460214120370385338e-01,6.777343749999978906e-01,5.781250000000000000e-01
3.300000000000000000e+05,7.071035879629627985e-01,7.428385416666678509e-01,6.813512731481459195e-01,5.801866319444444198e-01
3.400000000000000000e+05,7.069589120370374236e-01,7.429832175925943361e-01,6.827256944444425324e-01,5.844184027777777901e-01
3.500000000000000000e+05,7.072120949074078844e-01,7.417534722222233201e-01,6.801576967592575240e-01,5.802951388888888395e-01
3.600000000000000000e+05,7.055483217592597445e-01,7.445746527777790114e-01,6.804470486111087180e-01,5.758463541666667407e-01
3.700000000000000000e+05,7.073929398148148806e-01,7.512297453703723482e-01,6.858362268518509719e-01,5.722656250000000000e-01
3.800000000000000000e+05,7.058015046296295392e-01,7.479021990740761794e-01,6.816406249999981126e-01,5.750868055555555802e-01
3.900000000000000000e+05,7.088758680555554692e-01,7.514467592592608547e-01,6.849320023148135483e-01,5.768229166666667407e-01
4.000000000000000000e+05,7.114438657407410327e-01,7.554976851851868958e-01,6.873553240740727377e-01,5.775824652777777901e-01
4.100000000000000000e+05,7.125289351851860076e-01,7.544849537037052745e-01,6.874999999999987788e-01,5.833333333333332593e-01
4.200000000000000000e+05,7.167607060185188228e-01,7.560763888888906159e-01,6.901403356481468077e-01,5.825737847222222099e-01
4.300000000000000000e+05,7.159649884259259300e-01,7.547019675925945581e-01,6.898509837962947255e-01,5.798611111111111605e-01
4.400000000000000000e+05,7.151331018518527483e-01,7.581741898148168790e-01,6.906105324074061080e-01,5.792100694444444198e-01
4.500000000000000000e+05,7.108289930555560243e-01,7.555700231481499163e-01,6.873191550925912274e-01,5.777994791666667407e-01
4.600000000000000000e+05,7.125651041666676289e-01,7.572337962962982782e-01,6.872468171296277628e-01,5.782335069444444198e-01
4.700000000000000000e+05,7.092737268518511939e-01,7.535445601851867847e-01,6.854021990740732928e-01,5.773654513888888395e-01
4.800000000000000000e+05,7.091290509259257080e-01,7.518084490740757353e-01,6.853298611111099392e-01,5.766059027777777901e-01
4.900000000000000000e+05,7.108651620370369795e-01,7.508680555555572456e-01,6.877893518518507499e-01,5.777994791666667407e-01
5.000000000000000000e+05,7.107928240740741810e-01,7.520978009259288166e-01,6.870659722222212107e-01,5.771484375000000000e-01
5.100000000000000000e+05,7.139033564814829536e-01,7.585358796296324257e-01,6.917679398148141034e-01,5.761718750000000000e-01
5.200000000000000000e+05,7.148437500000013323e-01,7.598379629629654630e-01,6.921296296296286510e-01,5.771484375000000000e-01
